episode_id,speed_input,cte_input,heading_error_input,future_cte_input,steer_cmd,throttle_cmd,brake_cmd
0,6.84071397782107,-1.6689300537109375e-06,-4.2610569821902815e-06,-1.6689300537109375e-06,4.655089527548245e-06,1.0,0.0
0,7.080089569098441,-2.2649765014648438e-06,-4.261057744126781e-06,-2.2649765014648438e-06,4.706149964942043e-06,1.0,0.0
0,7.327441215521618,-2.7418136596679688e-06,-4.261057744126781e-06,-2.7418136596679688e-06,4.700785728121457e-06,1.0,0.0
0,7.583034038550002,-3.337860107421875e-06,-4.2610569821902815e-06,-3.337860107421875e-06,4.646181823301417e-06,1.0,0.0
0,7.849355697638373,-3.933906555175781e-06,-4.2610569821902815e-06,-3.933906555175781e-06,4.64443451602812e-06,1.0,0.0
0,8.1131563186715,-4.5299530029296875e-06,-4.2610569821902815e-06,-4.5299530029296875e-06,4.6311784922787595e-06,1.0,0.0
0,8.368289947517152,-5.125999450683594e-06,-4.261057490147948e-06,-5.125999450683594e-06,4.612949752938568e-06,1.0,0.0
0,8.61571979523488,-5.7220458984375e-06,-4.261057490147948e-06,-5.7220458984375e-06,4.5912322936183285e-06,1.0,0.0
0,8.856861114510503,-6.318092346191406e-06,-4.261057490147948e-06,-6.318092346191406e-06,4.5694728363232856e-06,1.0,0.0
0,9.093024253854455,-7.033348083496094e-06,-4.261057490147948e-06,-7.033348083496094e-06,4.570263757525659e-06,1.0,0.0
0,9.325273513803522,-7.62939453125e-06,-4.261057490147948e-06,-7.62939453125e-06,4.546908016996574e-06,1.0,0.0
0,9.554449081430953,-8.225440979003906e-06,-4.261057490147948e-06,-8.225440979003906e-06,4.521317027321735e-06,1.0,0.0
0,9.78120136262022,-8.821487426757812e-06,-4.261057490147948e-06,-8.821487426757812e-06,4.493989190731971e-06,1.0,0.0
0,10.006031036387736,-9.417533874511719e-06,-4.261057490147948e-06,-9.417533874511719e-06,4.465351349243885e-06,1.0,0.0
0,10.229322433482517,-1.0013580322265625e-05,-4.261057744126781e-06,-1.0013580322265625e-05,4.43577068902522e-06,1.0,0.0
0,10.45137023926896,-1.0609626770019531e-05,-4.261057490147948e-06,-1.0609626770019531e-05,4.447595843096531e-06,1.0,0.0
0,10.672393798839357,-1.1205673217773438e-05,-4.261057490147948e-06,-1.1205673217773438e-05,4.41971619337882e-06,1.0,0.0
0,10.892560958873553,-1.1920928955078125e-05,-4.261057490147948e-06,-1.1920928955078125e-05,4.406181669872816e-06,1.0,0.0
0,11.11199760438125,-1.2516975402832031e-05,-3.7284252721321002e-06,-1.2516975402832031e-05,4.016637336695962e-06,1.0,0.0
0,11.33080863953878,-1.3113021850585938e-05,-3.7284252721321002e-06,-1.3113021850585938e-05,3.993082237662138e-06,1.0,0.0
0,11.549069404615324,-1.3709068298339844e-05,-3.7284252721321002e-06,-1.3709068298339844e-05,3.9697191688616506e-06,1.0,0.0
0,11.766832351698707,-1.430511474609375e-05,-3.7284252721321002e-06,-1.430511474609375e-05,3.946705108622365e-06,1.0,0.0
0,11.984146118178968,-1.4901161193847656e-05,-3.728425018153267e-06,-1.4901161193847656e-05,3.924172367030159e-06,1.0,0.0
0,12.201043128982993,-1.5497207641601562e-05,-3.7284252721321002e-06,-1.5497207641601562e-05,3.902237103200244e-06,1.0,0.0
0,12.41755199434029,-1.609325408935547e-05,-4.2610569821902815e-06,-1.609325408935547e-05,4.210370610682974e-06,1.0,0.0
0,12.633690834061683,-1.6689300537109375e-05,-4.261056474232615e-06,-1.6689300537109375e-05,4.18505296467416e-06,1.0,0.0
0,12.849475860611934,-1.7404556274414062e-05,-4.2610569821902815e-06,-1.7404556274414062e-05,4.171744730109038e-06,1.0,0.0
0,13.06492042543146,-1.800060272216797e-05,-4.2610569821902815e-06,-1.800060272216797e-05,4.148129096660692e-06,1.0,0.0
0,13.280035018937662,-1.8596649169921875e-05,-4.2610569821902815e-06,-1.8596649169921875e-05,4.061145216685275e-06,1.0,0.0
0,13.494827270525164,-1.919269561767578e-05,-3.728425018153267e-06,-1.919269561767578e-05,3.728822931244843e-06,1.0,0.0
0,13.709302902240774,-1.9788742065429688e-05,-4.261057744126781e-06,-1.9788742065429688e-05,4.017300291294997e-06,1.0,0.0
0,13.923465728779295,-2.0384788513183594e-05,-4.261057744126781e-06,-2.0384788513183594e-05,3.997193606374071e-06,1.0,0.0
0,14.13731861116507,-2.09808349609375e-05,-4.261057744126781e-06,-2.09808349609375e-05,3.978344881417907e-06,1.0,0.0
0,14.350865364095567,-2.1576881408691406e-05,-4.261057744126781e-06,-2.1576881408691406e-05,3.9607890664024755e-06,1.0,0.0
0,14.56410694124481,-2.2292137145996094e-05,-4.261057744126781e-06,0.0005273400383005722,3.9533761748241905e-06,1.0,0.0
0,14.777050018333052,-2.288818359375e-05,-4.261057744126781e-06,0.0021752952661597824,3.8725047968030675e-06,1.0,0.0
0,14.989693641686257,-2.3484230041503906e-05,-4.261057744126781e-06,0.004921134053652798,3.857589262044792e-06,1.0,0.0
0,15.20203590395576,-2.4199485778808594e-05,-4.261057744126781e-06,0.013699349887868362,3.852035131318752e-06,1.0,0.0
0,15.41408157351269,-2.5391578674316406e-05,-4.261057490147948e-06,0.01972513955613553,3.879209443496759e-06,1.0,0.0
0,15.62583065035728,-2.6702880859375e-05,-4.261057490147948e-06,0.03503389731189843,3.845664211639504e-06,1.0,0.0
0,15.837282180815288,-2.7894973754882812e-05,-4.261057490147948e-06,0.044306175479716714,3.870598313502871e-06,1.0,0.0
0,16.048440933258167,-2.9087066650390625e-05,-4.261057490147948e-06,0.0785272277810376,3.896343197977144e-06,1.0,0.0
0,16.259302139314237,-3.0279159545898438e-05,-4.261057744126781e-06,0.09204350925778093,3.923047821774188e-06,1.0,0.0
0,16.469869613680824,-3.159046173095703e-05,-4.261057744126781e-06,0.10660109962855091,3.882713591535709e-06,1.0,0.0
0,16.68013954166116,-3.266334533691406e-05,-4.261057490147948e-06,0.13880488521326395,3.901654843988691e-06,1.0,0.0
0,16.89011764530045,-3.3855438232421875e-05,-4.261057490147948e-06,0.15642942039982355,3.928648533813534e-06,1.0,0.0
0,17.0998001099017,-3.504753112792969e-05,-4.261057744126781e-06,0.19467092781491702,-0.00011247848481059337,1.0,0.0
0,17.30918884563753,-4.100799560546875e-05,-9.05474770626941e-06,0.21525791738682987,-0.00025401132674145844,1.0,0.0
0,17.518283866778653,-5.9485435485839844e-05,-2.396845184254381e-05,0.2593038712932314,-0.000446658575542416,1.0,0.0
0,17.727085213243246,-0.00010001659393310547,-5.645901104601852e-05,0.30707256325116283,-0.0009531553030128235,1.0,0.0
0,17.935593101638837,-0.000186920166015625,-0.00012463593901570835,0.33225739417470335,-0.0012689671292712913,1.0,0.0
0,18.143805817082775,-0.00034248828887939453,-0.00024021713032514727,0.3853001785557568,-0.0019738969996581954,1.0,0.0
0,18.351722305563143,-0.0006034374237060547,-0.0004223773813958578,0.41293243082783304,-0.002367683322253879,1.0,0.0
0,18.559344892916616,-0.0010030269622802734,-0.0006823018712783009,0.47081969969905346,-0.0027743655032890576,1.0,0.0
0,18.76667257912759,-0.0015735626220703125,-0.0010210557668806361,0.5317470717383195,-0.003637737515260658,1.0,0.0
0,18.973694973995585,-0.002370595932006836,-0.0014588796451454067,0.5628551605066563,-0.004078660452091622,1.0,0.0
0,19.18042040672014,-0.003445148468017578,-0.002003229771957603,0.6278029949927157,-0.004994945483997095,1.0,0.0
0,19.386839080179687,-0.004864215850830078,-0.0026700853089134443,0.6604597205214633,-0.005436544777130822,1.0,0.0
0,19.592957603535805,-0.006690502166748047,-0.00346210941710301,0.7648611102490035,-0.006357689735584706,1.0,0.0
0,19.798760046726045,-0.009001851081848145,-0.0032922887294243326,0.7992182764240856,-0.006776051370174569,1.0,0.0
0,20.00426074925409,-0.011321944133757533,-0.0021618564810783674,0.871436916477891,-0.007664888261407047,1.0,0.0
0,20.209436487150978,-0.010443393648678745,0.0010138166089122295,0.9451861569098234,-0.008042979095558105,1.0,0.0
0,20.414307281367876,-0.010846677696979778,0.0018461195876410368,0.9803291510148644,-0.008872237894201681,1.0,0.0
0,20.618843077790974,-0.010982337467173142,0.002525120979088429,1.0554232675368884,-0.009655265278432473,1.0,0.0
0,20.823047727878784,-0.0038479951742822482,0.0052019844311106105,1.131265758445346,-0.009941306619247555,1.0,0.0
0,21.026946995206327,-0.0026849947855747125,0.005546456623632064,1.207558733976855,-0.010624933432390342,1.0,0.0
0,21.23050278104592,0.008768598142877781,0.0078619973401164,1.2839880762705222,-0.0108433970909817,1.0,0.0
0,21.43373834501648,0.010784113904680703,0.007884645666240326,1.3173000020396346,-0.011421638280823761,1.0,0.0
0,21.63663079286081,0.012519494436005862,0.007759325684964638,1.392664464788127,-0.011932405024045238,1.0,0.0
0,21.839181992523226,0.028411249775035285,0.009544737230049945,1.4673082849970855,-0.012038786498571747,1.0,0.0
0,22.041414701468064,0.030265709508307204,0.009107658665603997,1.5409136724547032,-0.012430482186505953,1.0,0.0
0,22.243292451183876,0.04911006538883722,0.010535347799504963,1.6131549899859934,-0.012749266913799386,1.0,0.0
0,22.444830423021102,0.05057337856533106,0.00980684466130909,1.639851332920165,-0.012742466287460154,1.0,0.0
0,22.646044844554776,0.0717537746255994,0.010882720572007398,1.7522376970073488,-0.012940793339017502,1.0,0.0
0,22.84691758385388,0.07231751603814107,0.009894735592199715,1.774902942092612,-0.01306617157722203,1.0,0.0
0,23.047449798717125,0.0952105993949175,0.010637349010035747,1.8819969073211138,-0.01295529092429845,1.0,0.0
0,23.247670444266852,0.09436420925488598,0.009415908545201253,1.899803871603257,-0.012964968098342824,1.0,0.0
0,23.447555176757856,0.11834505243084337,0.009852281052277277,1.9576781523780569,-0.01290479375238423,1.0,0.0
0,23.647115393020048,0.14349487932941996,0.010107721595420387,2.053713416832938,-0.012775422178859868,1.0,0.0
0,23.846360563574216,0.14004274284553908,0.008584428932797206,2.0627809634808063,-0.012535078879346006,1.0,0.0
0,24.045299060652386,0.16529408002338108,0.00856531929656578,2.1494579341852678,-0.012301127553952549,1.0,0.0
0,24.243933466078786,0.15923496961124428,0.006899439597529415,2.1518121080923844,-0.012003941581223239,1.0,0.0
0,24.442272828364,0.1839916480640147,0.006639817306679764,2.1896359382778776,-0.011646069514015246,1.0,0.0
0,24.64032124884632,0.20899411383201016,0.0062297637595618155,2.2595420929368704,-0.011229980389492765,1.0,0.0
0,24.83808341132777,0.19861455702037878,0.00440830333872004,2.2506738254442125,-0.010857177996829993,1.0,0.0
0,25.035566453729505,0.22222185472532185,0.003807168978165465,2.3077497382566854,-0.010358066498792862,1.0,0.0
0,25.232784913329677,0.24553348532967068,0.003075750575120162,2.323651773546101,-0.009807548918299392,1.0,0.0
0,25.4297489700465,0.22997578252098183,0.001187776134232349,2.30242984576995,-0.009209033846759689,1.0,0.0
0,25.62645937118027,0.25107981650149824,0.000320012302153852,2.3381375088353193,-0.008566270854951888,1.0,0.0
0,25.82293401008407,0.2713951992777899,-0.0006486298594023387,2.3364067500316743,-0.007882736828848899,1.0,0.0
0,26.01917575502418,0.25000978296352416,-0.002493830258649757,2.3285143365423098,-0.007161979216914734,1.0,0.0
0,26.215183853627654,0.26743376152762144,-0.00353321067558017,2.3143496708394373,-0.006407293294605027,1.0,0.0
0,26.410975171025022,0.2836363144288203,-0.004643074732865071,2.2938212975595107,-0.005622325135699969,1.0,0.0
0,26.606550276760277,0.29845436197608866,-0.005814342276059065,2.2868127203708797,-0.004810379999480435,1.0,0.0
0,26.801908807803265,0.26879004663344563,-0.00745450226471242,2.2334113966047457,-0.003974751299639568,1.0,0.0
0,26.997061441865053,0.2799898708626509,-0.008611886807740873,2.193450652665317,-0.003118656504224988,1.0,0.0
0,27.192003617264227,0.28947508549604795,-0.009802259219161419,2.1608458757051228,-0.0022449096582828508,1.0,0.0
0,27.386744500612675,0.29711958885942735,-0.01101577977049234,2.105754193741694,-0.0013567155411529832,1.0,0.0
0,27.581275225953338,0.3028064792438059,-0.012244199963971275,2.052729549604793,-0.00045672922516033174,1.0,0.0
0,27.77559603647831,0.2625788462334584,-0.013405674004158527,1.9761298071818967,0.00045218824019520705,1.0,0.0
0,27.969697923154545,0.26414336339475586,-0.014527975741842503,1.9017445222739404,0.0013675644184676793,1.0,0.0
0,28.163580157720723,0.26357496014375936,-0.015639429427289256,1.8231396160054665,0.0022868063721367734,1.0,0.0
0,28.35722666636269,0.26080019851812164,-0.016732599262671108,1.7344262599945068,0.003207737312662844,1.0,0.0
0,28.55063232947841,0.2557592339232033,-0.017799077954519085,1.6431469917297363,0.004127938828285945,1.0,0.0
0,28.743781838153577,0.2484020722465261,-0.018831486340440365,1.5504624843597412,0.005045392170618571,1.0,0.0
0,28.936668264215506,0.2386922135662548,-0.01982192850046731,1.4565505981445312,0.0059578961888242105,1.0,0.0
0,29.129267871689073,0.22660528332028385,-0.02076359358216691,1.3615984916687012,0.0068637011869943036,1.0,0.0
0,29.321564684942736,0.21213004055900697,-0.021649154409216803,1.2658030986785889,0.007760894101027844,1.0,0.0
0,29.513545986134137,0.19526699357517252,-0.02247193006971003,1.1693692207336426,0.00904501612647036,1.0,0.0
0,29.705179806921187,0.17604536401335125,-0.023210229983537306,1.072525978088379,0.009911142947657619,1.0,0.0
0,29.896447864869806,0.15450022403640684,-0.023852636814358077,0.9755034446716309,0.010756135068221253,1.0,0.0
0,30.087336438853853,0.13067274779223492,-0.024397832352080054,0.8785324096679688,0.01157996887036737,1.0,0.0
0,30.277814711921742,0.10461712506812759,-0.02484195765932161,0.7818508148193359,0.012381905375291291,1.0,0.0
0,30.46785904711572,0.07640436077431012,-0.025182777345290647,0.6857070922851562,0.013161566608518437,1.0,0.0
0,30.657450562293445,0.04611699863249896,-0.025417661612484016,0.5903544425964355,0.014265573441933525,1.0,0.0
0,30.84652728011367,0.01386337817916683,-0.025531283191966486,0.4960646629333496,0.01497799385278796,1.0,0.0
0,31.035105086343908,-0.02024198175522507,-0.025515306890036123,0.4031081199645996,0.015599290683766505,1.0,0.0
0,31.223163635661354,-0.05608275989537059,-0.025373316654702237,0.3117489814758301,0.01611403953584159,1.0,0.0
0,31.4106846907947,-0.093530924356517,-0.02511171255031089,0.22225475311279297,0.01669041986063072,1.0,0.0
0,31.59763727124469,-0.13244638225714134,-0.02473169108505622,0.13489627838134766,0.016952891206107466,1.0,0.0
0,31.784045094953466,-0.1726890490120807,-0.024243709878796572,0.049935340881347656,0.017118644060533966,1.0,0.0
0,31.969895028598387,-0.214113774227509,-0.023662729047474372,-0.032370567321777344,0.017219599917806267,1.0,0.0
0,32.155185998599414,-0.2565743510095295,-0.023002322114290034,-0.11177253723144531,0.017166697822230074,1.0,0.0
0,32.3399271459538,-0.2999213506063274,-0.022279582358674083,-0.18802833557128906,0.017034374166961193,1.0,0.0
0,32.52413490812013,-0.3311756548908873,-0.023619194480595216,-0.2609066963195801,0.016740958450676836,1.0,0.0
0,32.707836825439884,-0.3779746744075583,-0.022851131751766875,-0.33019399642944336,0.016432177644122515,1.0,0.0
0,32.89103929126527,-0.4252558324752851,-0.022067772248356137,-0.3956871032714844,0.01606309618514279,1.0,0.0
0,33.073770252979024,-0.47287271595289404,-0.021282089399120983,-0.45719385147094727,0.015460536504177533,1.0,0.0
0,33.25609130488191,-0.5206947565987754,-0.020514459031148402,-0.5145487785339355,0.014957853378981343,1.0,0.0
0,33.43792439969275,-0.5676651354286566,-0.021505861917636048,-0.5675997734069824,0.014412973831093709,1.0,0.0
0,33.61906600942358,-0.6162066459655762,-0.016546753525177624,-0.6162066459655762,0.013582538643999902,1.0,0.0
0,33.799367272544174,-0.6602563858032227,-0.0115213664676035,-0.6602563858032227,0.012943359099535819,1.0,0.0
0,33.97864084596525,-0.699653148651123,-0.006583866326745243,-0.699653148651123,0.012000345327437899,1.0,0.0
0,34.15682104135838,-0.7343235015869141,-0.0017587517139254914,-0.7343235015869141,0.011294020461846927,1.0,0.0
0,34.33377575320545,-0.7642130851745605,0.0029331692142077447,-0.7642130851745605,0.01027346005609922,1.0,0.0
0,34.50950278502182,-0.7892932891845703,0.007469119798438996,-0.7892932891845703,0.009524709073928462,1.0,0.0
0,34.68389889153096,-0.8095493316650391,0.011832220824951096,-0.8095493316650391,0.008458367036338567,1.0,0.0
0,34.8570011630887,-0.8249974250793457,0.016002231749310793,-0.8249974250793457,0.007689062268926026,1.0,0.0
0,35.02873289440578,-0.8356661796569824,0.019965562647728925,-0.8356661796569824,0.0066052306819972964,1.0,0.0
0,35.19914444680513,-0.84161376953125,0.023705185933985802,-0.84161376953125,0.0058346415288390695,1.0,0.0
0,35.36816918385209,-0.8429126739501953,0.027210819309560194,-0.8429126739501953,0.004758164035800002,1.0,0.0
0,35.535869668172474,-0.8396611213684082,0.0304687578978112,-0.8396611213684082,0.004002915345920992,1.0,0.0
0,35.702188874396654,-0.8319706916809082,0.033471981772552936,-0.8319706916809082,0.00295529639077387,1.0,0.0
0,35.867224910832476,-0.8199787139892578,0.03621016078158835,-0.8199787139892578,0.002229404554862113,1.0,0.0
0,36.031021970553155,-0.8038349151611328,0.03867940213241778,-0.8038349151611328,0.0012289923014918206,1.0,0.0
0,36.1937228679174,-0.7837100028991699,0.040872760800261025,-0.7837100028991699,0.0005440571509720735,1.0,0.0
0,36.355355146753766,-0.7597875595092773,0.04278938790252062,-0.7597875595092773,-0.0003938660005401802,1.0,0.0
0,36.51601694313657,-0.7322697639465332,0.04442544682275115,-0.7322697639465332,-0.001286947953988098,1.0,0.0
0,36.67574976519301,-0.7013788223266602,0.0457738427333611,-0.7013788223266602,-0.00188909968845987,1.0,0.0
0,36.834547571146175,-0.6673364639282227,0.04683916542604164,-0.6673364639282227,-0.0026981232914800053,1.0,0.0
0,36.992467981787904,-0.6303820610046387,0.047623324886637064,-0.6303820610046387,-0.0032362542072345846,1.0,0.0
0,37.149497468930996,-0.5907626152038574,0.0481330123073862,-0.5907626152038574,-0.003954095809024369,1.0,0.0
0,37.30566724445894,-0.548736572265625,0.048372638548844486,-0.548736572265625,-0.004614761621012499,1.0,0.0
0,37.460966309616545,-0.5045719146728516,0.04834395547166649,-0.5045719146728516,-0.005044894172535283,1.0,0.0
0,37.61537358813547,-0.45853614807128906,0.04805754081880688,-0.45853614807128906,-0.005605042756875722,1.0,0.0
0,37.768897855359796,-0.4109029769897461,0.047522037380240786,-0.4109029769897461,-0.0059632856895897824,1.0,0.0
0,37.92150782416979,-0.36194753646850586,0.04674921716022422,-0.36194753646850586,-0.0060122572826573914,1.0,0.0
0,38.0731970434415,-0.3119320869445801,0.04576394326424657,-0.3119320869445801,-0.006063399465595364,1.0,0.0
0,38.2239468659421,-0.26111459732055664,0.044593309195210214,-0.26111459732055664,-0.006131853535350996,1.0,0.0
0,38.37375024542667,-0.20975065231323242,0.04325967718389339,-0.20975065231323242,-0.006234417511491759,1.0,0.0
0,38.522602677803384,-0.15809392929077148,0.04178030368192198,-0.15809392929077148,-0.006390926530047411,1.0,0.0
0,38.67048911734948,-0.10639286041259766,0.04016733520058027,-0.10639286041259766,-0.006626549403367159,1.0,0.0
0,38.81740136708701,-0.054891109466552734,0.03842712587578162,-0.054891109466552734,-0.006975498390483529,1.0,0.0
0,38.963328511179796,-0.0038328170776367188,0.03655946764806586,-0.0038328170776367188,-0.0074876255098151965,1.0,0.0
0,39.10825864300406,0.04654121398925781,0.03455606934794553,0.04654121398925781,-0.008241210377378086,1.0,0.0
0,39.252176131788005,0.09598255157470703,0.03239809119130291,0.09598255157470703,-0.009368949069456282,1.0,0.0
0,39.39503870025077,0.1442270278930664,0.030051380217752336,0.1442270278930664,-0.011117811024370776,1.0,0.0
1,5.987724183135994e-06,0.0,0.0,0.0,0.0,1.0,0.0
1,2.1601423523419254e-06,0.0,0.0,0.0,0.0,1.0,0.0
1,4.318338701358251e-07,0.0,0.0,0.0,0.0,1.0,0.0
1,3.220525062344966e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,6.346097255704074e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,4.61573229531715e-09,0.0,0.0,0.0,0.0,1.0,0.0
1,4.15548778809562e-07,0.0,0.0,0.0,0.0,1.0,0.0
1,7.745394071611259e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,5.004465827139924e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,7.479442344755879e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,4.664107788717738e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,9.236073093109749e-09,0.0,0.0,0.0,0.0,1.0,0.0
1,5.522196023671475e-08,0.0,0.0,0.0,0.0,1.0,0.0
1,0.218752324634231,5.960464477539062e-07,-1.597896654047543e-06,5.960464477539062e-07,1.5894919504854198e-06,1.0,0.0
1,0.8588378429416033,8.344650268554688e-07,-2.130528745073974e-06,8.344650268554688e-07,2.1012992381837927e-06,1.0,0.0
1,1.4347372055054106,9.5367431640625e-07,-2.663161090079238e-06,9.5367431640625e-07,2.64229111357024e-06,1.0,0.0
1,1.8969168663027243,9.5367431640625e-07,-2.663160582121572e-06,9.5367431640625e-07,2.623782119909835e-06,1.0,0.0
1,2.2842638492591445,1.0728836059570312e-06,-3.195793562073919e-06,1.0728836059570312e-06,3.1440047444022137e-06,1.0,0.0
1,2.621372938157113,1.0728836059570312e-06,-3.1957930541162527e-06,1.0728836059570312e-06,3.1104747617491337e-06,1.0,0.0
1,2.9244105815903607,1.0728836059570312e-06,-3.1957928001374193e-06,1.0728836059570312e-06,3.07127528246131e-06,1.0,0.0
1,3.2041676044488794,1.3113021850585938e-06,-3.195793308095086e-06,1.3113021850585938e-06,2.9422555485569753e-06,1.0,0.0
1,3.4679110050236983,1.3113021850585938e-06,-3.728425018153267e-06,1.3113021850585938e-06,3.697227635178365e-06,1.0,0.0
1,3.720559358599676,1.3113021850585938e-06,-3.7284252721321002e-06,1.3113021850585938e-06,3.642083186677037e-06,1.0,0.0
1,3.965458393100244,1.3113021850585938e-06,-3.728425018153267e-06,1.3113021850585938e-06,3.5799796277188726e-06,1.0,0.0
1,4.2048926353493785,1.3113021850585938e-06,-3.7284252721321002e-06,1.3113021850585938e-06,3.510077441906877e-06,1.0,0.0
1,4.440431118016266,1.3113021850585938e-06,-3.728425018153267e-06,1.3113021850585938e-06,3.683020716228248e-06,1.0,0.0
1,4.6731581687979595,1.430511474609375e-06,-3.728425018153267e-06,1.430511474609375e-06,3.571744209894511e-06,1.0,0.0
1,4.903820514685188,1.430511474609375e-06,-3.7284255261109336e-06,1.430511474609375e-06,3.490386357489865e-06,1.0,0.0
1,5.132846355445347,1.430511474609375e-06,-4.261057744126781e-06,1.430511474609375e-06,4.240959206105618e-06,1.0,0.0
1,5.361546516424486,1.430511474609375e-06,-4.261057490147948e-06,1.430511474609375e-06,4.148529162045463e-06,1.0,0.0
1,5.58628225327222,1.430511474609375e-06,-4.261057490147948e-06,1.430511474609375e-06,4.044443367446739e-06,1.0,0.0
1,5.682346820838489,1.0728836059570312e-06,-4.261057490147948e-06,1.0728836059570312e-06,4.334300753339598e-06,1.0,0.0
1,5.8262376785342065,5.960464477539062e-07,-3.7284255261109336e-06,5.960464477539062e-07,3.8233845982754635e-06,1.0,0.0
1,5.994766235358574,2.384185791015625e-07,-3.7284252721321002e-06,2.384185791015625e-07,4.063626449206955e-06,1.0,0.0
1,6.184087276465282,-4.76837158203125e-07,-3.728425018153267e-06,-4.76837158203125e-07,4.099397483549713e-06,1.0,0.0
1,6.3902959823672845,-5.960464477539062e-07,-3.7284252721321002e-06,-5.960464477539062e-07,4.091472644125788e-06,1.0,0.0
